seed,operation,condition,split,n,correct,accuracy,uniform_tie_expected_accuracy,tied_maximum_rows,positive_margin_rows,minimum_margin,mean_margin
2,addition,heldout_donors_only,full_grid,12769,113,0.008849557522123894,0.008849557522123894,12769,0,0.0,0.0
2,addition,opposite_family_with_dc,training,3830,113,0.029503916449086162,0.029503916449086162,3830,0,0.0,0.0
2,addition,opposite_family_with_dc,heldout,8939,0,0.0,0.0,8939,0,-0.008849557522123894,-0.008849557522123894
2,addition,opposite_family_with_dc,full_grid,12769,113,0.008849557522123894,0.008849557522123894,12769,0,-0.008849557522123894,-0.00619517540060032
2,addition,permuted_orbit_labels_raw,training,3830,3830,1.0,1.0,0,3830,1.0,1.0
2,addition,permuted_orbit_labels_raw,heldout,8939,82,0.009173285602416377,0.008849557522123894,8939,0,0.0,0.0
2,addition,permuted_orbit_labels_raw,full_grid,12769,3912,0.30636698253582895,0.30614035513276416,8939,3830,0.0,0.29994517973216384
2,addition,permuted_orbit_labels_projected,training,3830,3830,1.0,1.0,0,3830,0.18584070796460178,0.3052750756718039
2,addition,permuted_orbit_labels_projected,heldout,8939,8939,1.0,1.0,0,8939,0.18584070796460178,0.29766153486709823
2,addition,permuted_orbit_labels_projected,full_grid,12769,12769,1.0,1.0,0,12769,0.18584070796460178,0.29994517973216384
3,addition,raw_lookup,training,3830,3830,1.0,1.0,0,3830,1.0,1.0
3,addition,raw_lookup,heldout,8939,81,0.009061416265801543,0.008849557522123894,8939,0,0.0,0.0
3,addition,raw_lookup,full_grid,12769,3911,0.3062886678674916,0.30614035513276416,8939,3830,0.0,0.29994517973216384
3,addition,complete_family_with_dc,training,3830,3830,1.0,1.0,0,3830,0.20353982300884957,0.30569560294831216
3,addition,complete_family_with_dc,heldout,8939,8939,1.0,1.0,0,8939,0.20353982300884957,0.2974813559355593
3,addition,complete_family_with_dc,full_grid,12769,12769,1.0,1.0,0,12769,0.20353982300884957,0.29994517973216384
3,addition,complete_family_without_dc,training,3830,3830,1.0,1.0,0,3830,0.20361813767718695,0.3047920397944843
3,addition,complete_family_without_dc,heldout,8939,8939,1.0,1.0,0,8939,0.20361813767718695,0.29665080342710737
3,addition,complete_family_without_dc,full_grid,12769,12769,1.0,1.0,0,12769,0.20361813767718695,0.2990927280325623
3,addition,training_donors_only,training,3830,3830,1.0,1.0,0,3830,1.0,1.0
3,addition,training_donors_only,heldout,8939,8939,1.0,1.0,0,8939,1.0,1.0
3,addition,training_donors_only,full_grid,12769,12769,1.0,1.0,0,12769,1.0,1.0
3,addition,heldout_donors_only,training,3830,32,0.00835509138381201,0.008849557522123892,3830,0,0.0,0.0
3,addition,heldout_donors_only,heldout,8939,81,0.009061416265801543,0.008849557522123894,8939,0,0.0,0.0
3,addition,heldout_donors_only,full_grid,12769,113,0.008849557522123894,0.008849557522123894,12769,0,0.0,0.0
3,addition,opposite_family_with_dc,training,3830,113,0.029503916449086162,0.029503916449086162,3830,0,0.0,0.0
3,addition,opposite_family_with_dc,heldout,8939,0,0.0,0.0,8939,0,-0.008849557522123894,-0.008849557522123894
3,addition,opposite_family_with_dc,full_grid,12769,113,0.008849557522123894,0.008849557522123892,12769,0,-0.008849557522123894,-0.00619517540060032
3,addition,permuted_orbit_labels_raw,training,3830,3830,1.0,1.0,0,3830,1.0,1.0
3,addition,permuted_orbit_labels_raw,heldout,8939,87,0.009732632285490548,0.008849557522123894,8939,0,0.0,0.0
3,addition,permuted_orbit_labels_raw,full_grid,12769,3917,0.3067585558775159,0.30614035513276416,8939,3830,0.0,0.29994517973216384
3,addition,permuted_orbit_labels_projected,training,3830,3830,1.0,1.0,0,3830,0.20353982300884957,0.30569560294831216
3,addition,permuted_orbit_labels_projected,heldout,8939,8939,1.0,1.0,0,8939,0.20353982300884957,0.2974813559355593
3,addition,permuted_orbit_labels_projected,full_grid,12769,12769,1.0,1.0,0,12769,0.20353982300884957,0.29994517973216384
4,addition,raw_lookup,training,3830,3830,1.0,1.0,0,3830,1.0,1.0
4,addition,raw_lookup,heldout,8939,77,0.008613938919342208,0.008849557522123894,8939,0,0.0,0.0
4,addition,raw_lookup,full_grid,12769,3907,0.30597540919414207,0.30614035513276416,8939,3830,0.0,0.29994517973216384
4,addition,complete_family_with_dc,training,3830,3830,1.0,1.0,0,3830,0.18584070796460178,0.3072067284364241
4,addition,complete_family_with_dc,heldout,8939,8939,1.0,1.0,0,8939,0.18584070796460178,0.2968338997749743
4,addition,complete_family_with_dc,full_grid,12769,12769,1.0,1.0,0,12769,0.18584070796460178,0.2999451797321638
4,addition,complete_family_without_dc,training,3830,3830,1.0,1.0,0,3830,0.18591902263293916,0.3061331222586032
4,addition,complete_family_without_dc,heldout,8939,8939,1.0,1.0,0,8939,0.18591902263293916,0.29585246515240377
4,addition,complete_family_without_dc,full_grid,12769,12769,1.0,1.0,0,12769,0.18591902263293916,0.29893609869588755
4,addition,training_donors_only,training,3830,3830,1.0,1.0,0,3830,1.0,1.0
4,addition,training_donors_only,heldout,8939,8939,1.0,1.0,0,8939,1.0,1.0
4,addition,training_donors_only,full_grid,12769,12769,1.0,1.0,0,12769,1.0,1.0
4,addition,heldout_donors_only,training,3830,36,0.009399477806788513,0.008849557522123892,3830,0,0.0,0.0
4,addition,heldout_donors_only,heldout,8939,77,0.008613938919342208,0.008849557522123894,8939,0,0.0,0.0
4,addition,heldout_donors_only,full_grid,12769,113,0.008849557522123894,0.008849557522123894,12769,0,0.0,0.0
4,addition,opposite_family_with_dc,training,3830,113,0.029503916449086162,0.029503916449086162,3830,0,0.0,0.0
4,addition,opposite_family_with_dc,heldout,8939,0,0.0,0.0,8939,0,-0.008849557522123894,-0.008849557522123894
4,addition,opposite_family_with_dc,full_grid,12769,113,0.008849557522123894,0.008849557522123894,12769,0,-0.008849557522123894,-0.00619517540060032
4,addition,permuted_orbit_labels_raw,training,3830,3830,1.0,1.0,0,3830,1.0,1.0
4,addition,permuted_orbit_labels_raw,heldout,8939,80,0.00894954692918671,0.008849557522123894,8939,0,0.0,0.0
4,addition,permuted_orbit_labels_raw,full_grid,12769,3910,0.3062103531991542,0.30614035513276416,8939,3830,0.0,0.29994517973216384
4,addition,permuted_orbit_labels_projected,training,3830,3830,1.0,1.0,0,3830,0.18584070796460178,0.3072067284364241
4,addition,permuted_orbit_labels_projected,heldout,8939,8939,1.0,1.0,0,8939,0.18584070796460178,0.2968338997749743
4,addition,permuted_orbit_labels_projected,full_grid,12769,12769,1.0,1.0,0,12769,0.18584070796460178,0.2999451797321638
0,subtraction,raw_lookup,training,3830,3830,1.0,1.0,0,3830,1.0,1.0
0,subtraction,raw_lookup,heldout,8939,79,0.008837677592571876,0.008849557522123894,8939,0,0.0,0.0
0,subtraction,raw_lookup,full_grid,12769,3909,0.30613203853081683,0.30614035513276416,8939,3830,0.0,0.29994517973216384
0,subtraction,complete_family_with_dc,training,3830,3830,1.0,1.0,0,3830,0.20353982300884957,0.30601908546870304
0,subtraction,complete_family_with_dc,heldout,8939,8939,1.0,1.0,0,8939,0.20353982300884957,0.2973427567574524
0,subtraction,complete_family_with_dc,full_grid,12769,12769,1.0,1.0,0,12769,0.20353982300884957,0.29994517973216384
0,subtraction,complete_family_without_dc,training,3830,3830,1.0,1.0,0,3830,0.20369645234552433,0.3051131299346676
0,subtraction,complete_family_without_dc,heldout,8939,8939,1.0,1.0,0,8939,0.20369645234552433,0.2965142192812992
0,subtraction,complete_family_without_dc,full_grid,12769,12769,1.0,1.0,0,12769,0.20369645234552433,0.2990934210827246
0,subtraction,training_donors_only,training,3830,3830,1.0,1.0,0,3830,1.0,1.0
0,subtraction,training_donors_only,heldout,8939,8939,1.0,1.0,0,8939,1.0,1.0
0,subtraction,training_donors_only,full_grid,12769,12769,1.0,1.0,0,12769,1.0,1.0
0,subtraction,heldout_donors_only,training,3830,34,0.008877284595300261,0.008849557522123892,3830,0,0.0,0.0
0,subtraction,heldout_donors_only,heldout,8939,79,0.008837677592571876,0.008849557522123894,8939,0,0.0,0.0
0,subtraction,heldout_donors_only,full_grid,12769,113,0.008849557522123894,0.008849557522123894,12769,0,0.0,0.0
0,subtraction,opposite_family_with_dc,training,3830,113,0.029503916449086162,0.029503916449086162,3830,0,0.0,0.0
0,subtraction,opposite_family_with_dc,heldout,8939,0,0.0,0.0,8939,0,-0.008849557522123894,-0.008849557522123894
0,subtraction,opposite_family_with_dc,full_grid,12769,113,0.008849557522123894,0.008849557522123894,12769,0,-0.008849557522123894,-0.00619517540060032
0,subtraction,permuted_orbit_labels_raw,training,3830,3830,1.0,1.0,0,3830,1.0,1.0
0,subtraction,permuted_orbit_labels_raw,heldout,8939,75,0.00839020024611254,0.008849557522123894,8939,0,0.0,0.0
0,subtraction,permuted_orbit_labels_raw,full_grid,12769,3905,0.3058187798574673,0.30614035513276416,8939,3830,0.0,0.29994517973216384
0,subtraction,permuted_orbit_labels_projected,training,3830,3830,1.0,1.0,0,3830,0.20353982300884957,0.30601908546870304
0,subtraction,permuted_orbit_labels_projected,heldout,8939,8939,1.0,1.0,0,8939,0.20353982300884957,0.2973427567574524
0,subtraction,permuted_orbit_labels_projected,full_grid,12769,12769,1.0,1.0,0,12769,0.20353982300884957,0.29994517973216384
1,subtraction,raw_lookup,training,3830,3830,1.0,1.0,0,3830,1.0,1.0
1,subtraction,raw_lookup,heldout,8939,70,0.007830853563038372,0.008849557522123894,8939,0,0.0,0.0
1,subtraction,raw_lookup,full_grid,12769,3900,0.3054272065157804,0.3061403551327641,8939,3830,0.0,0.29994517973216384
1,subtraction,complete_family_with_dc,training,3830,3830,1.0,1.0,0,3830,0.20353982300884957,0.30518265209454937
1,subtraction,complete_family_with_dc,heldout,8939,8939,1.0,1.0,0,8939,0.20353982300884957,0.29770113463227166
1,subtraction,complete_family_with_dc,full_grid,12769,12769,1.0,1.0,0,12769,0.20353982300884957,0.29994517973216384
1,subtraction,complete_family_without_dc,training,3830,3830,1.0,1.0,0,3830,0.20361813767718695,0.30428362832880795
1,subtraction,complete_family_without_dc,heldout,8939,8939,1.0,1.0,0,8939,0.20361813767718695,0.29686863717960105
1,subtraction,complete_family_without_dc,full_grid,12769,12769,1.0,1.0,0,12769,0.20361813767718695,0.2990927280325623
1,subtraction,training_donors_only,training,3830,3830,1.0,1.0,0,3830,1.0,1.0
1,subtraction,training_donors_only,heldout,8939,8939,1.0,1.0,0,8939,1.0,1.0
1,subtraction,training_donors_only,full_grid,12769,12769,1.0,1.0,0,12769,1.0,1.0
1,subtraction,heldout_donors_only,training,3830,43,0.011227154046997388,0.008849557522123892,3830,0,0.0,0.0
1,subtraction,heldout_donors_only,heldout,8939,70,0.007830853563038372,0.008849557522123894,8939,0,0.0,0.0
1,subtraction,heldout_donors_only,full_grid,12769,113,0.008849557522123894,0.008849557522123894,12769,0,0.0,0.0
1,subtraction,opposite_family_with_dc,training,3830,113,0.029503916449086162,0.029503916449086162,3830,0,0.0,0.0
1,subtraction,opposite_family_with_dc,heldout,8939,0,0.0,0.0,8939,0,-0.008849557522123894,-0.008849557522123894
1,subtraction,opposite_family_with_dc,full_grid,12769,113,0.008849557522123894,0.008849557522123894,12769,0,-0.008849557522123894,-0.00619517540060032
1,subtraction,permuted_orbit_labels_raw,training,3830,3830,1.0,1.0,0,3830,1.0,1.0
1,subtraction,permuted_orbit_labels_raw,heldout,8939,87,0.009732632285490548,0.008849557522123894,8939,0,0.0,0.0
1,subtraction,permuted_orbit_labels_raw,full_grid,12769,3917,0.3067585558775159,0.3061403551327641,8939,3830,0.0,0.29994517973216384
1,subtraction,permuted_orbit_labels_projected,training,3830,3830,1.0,1.0,0,3830,0.20353982300884957,0.30518265209454937
1,subtraction,permuted_orbit_labels_projected,heldout,8939,8939,1.0,1.0,0,8939,0.20353982300884957,0.29770113463227166
1,subtraction,permuted_orbit_labels_projected,full_grid,12769,12769,1.0,1.0,0,12769,0.20353982300884957,0.29994517973216384
2,subtraction,raw_lookup,training,3830,3830,1.0,1.0,0,3830,1.0,1.0
2,subtraction,raw_lookup,heldout,8939,80,0.00894954692918671,0.008849557522123894,8939,0,0.0,0.0
2,subtraction,raw_lookup,full_grid,12769,3910,0.3062103531991542,0.30614035513276416,8939,3830,0.0,0.29994517973216384
2,subtraction,complete_family_with_dc,training,3830,3830,1.0,1.0,0,3830,0.21238938053097345,0.30656438457450497
2,subtraction,complete_family_with_dc,heldout,8939,8939,1.0,1.0,0,8939,0.21238938053097345,0.2971091181429294
2,subtraction,complete_family_with_dc,full_grid,12769,12769,1.0,1.0,0,12769,0.21238938053097345,0.29994517973216384
2,subtraction,complete_family_without_dc,training,3830,3830,1.0,1.0,0,3830,0.21238938053097345,0.30573097745907546
2,subtraction,complete_family_without_dc,heldout,8939,8939,1.0,1.0,0,8939,0.21238938053097345,0.29635938595167316
2,subtraction,complete_family_without_dc,full_grid,12769,12769,1.0,1.0,0,12769,0.21238938053097345,0.29917034965073735
2,subtraction,training_donors_only,training,3830,3830,1.0,1.0,0,3830,1.0,1.0
2,subtraction,training_donors_only,heldout,8939,8939,1.0,1.0,0,8939,1.0,1.0
2,subtraction,training_donors_only,full_grid,12769,12769,1.0,1.0,0,12769,1.0,1.0
2,subtraction,heldout_donors_only,training,3830,33,0.008616187989556136,0.008849557522123892,3830,0,0.0,0.0
2,subtraction,heldout_donors_only,heldout,8939,80,0.00894954692918671,0.008849557522123894,8939,0,0.0,0.0
2,subtraction,heldout_donors_only,full_grid,12769,113,0.008849557522123894,0.008849557522123894,12769,0,0.0,0.0
2,subtraction,opposite_family_with_dc,training,3830,113,0.029503916449086162,0.029503916449086162,3830,0,0.0,0.0
2,subtraction,opposite_family_with_dc,heldout,8939,0,0.0,0.0,8939,0,-0.008849557522123894,-0.008849557522123894
2,subtraction,opposite_family_with_dc,full_grid,12769,113,0.008849557522123894,0.008849557522123894,12769,0,-0.008849557522123894,-0.00619517540060032
2,subtraction,permuted_orbit_labels_raw,training,3830,3830,1.0,1.0,0,3830,1.0,1.0
2,subtraction,permuted_orbit_labels_raw,heldout,8939,70,0.007830853563038372,0.008849557522123894,8939,0,0.0,0.0
2,subtraction,permuted_orbit_labels_raw,full_grid,12769,3900,0.3054272065157804,0.30614035513276416,8939,3830,0.0,0.29994517973216384
2,subtraction,permuted_orbit_labels_projected,training,3830,3830,1.0,1.0,0,3830,0.21238938053097345,0.30656438457450497
2,subtraction,permuted_orbit_labels_projected,heldout,8939,8939,1.0,1.0,0,8939,0.21238938053097345,0.2971091181429294
2,subtraction,permuted_orbit_labels_projected,full_grid,12769,12769,1.0,1.0,0,12769,0.21238938053097345,0.29994517973216384
3,subtraction,raw_lookup,training,3830,3830,1.0,1.0,0,3830,1.0,1.0
3,subtraction,raw_lookup,heldout,8939,82,0.009173285602416377,0.008849557522123894,8939,0,0.0,0.0
3,subtraction,raw_lookup,full_grid,12769,3912,0.30636698253582895,0.30614035513276416,8939,3830,0.0,0.29994517973216384
3,subtraction,complete_family_with_dc,training,3830,3830,1.0,1.0,0,3830,0.20353982300884957,0.30614385729799676
3,subtraction,complete_family_with_dc,heldout,8939,8939,1.0,1.0,0,8939,0.20353982300884957,0.29728929707446833
3,subtraction,complete_family_with_dc,full_grid,12769,12769,1.0,1.0,0,12769,0.20353982300884957,0.29994517973216384
3,subtraction,complete_family_without_dc,training,3830,3830,1.0,1.0,0,3830,0.20353982300884957,0.30523585699455297
3,subtraction,complete_family_without_dc,heldout,8939,8939,1.0,1.0,0,8939,0.20353982300884957,0.29645965571105576
3,subtraction,complete_family_without_dc,full_grid,12769,12769,1.0,1.0,0,12769,0.20353982300884957,0.2990920349824
3,subtraction,training_donors_only,training,3830,3830,1.0,1.0,0,3830,1.0,1.0
3,subtraction,training_donors_only,heldout,8939,8939,1.0,1.0,0,8939,1.0,1.0
3,subtraction,training_donors_only,full_grid,12769,12769,1.0,1.0,0,12769,1.0,1.0
3,subtraction,heldout_donors_only,training,3830,31,0.008093994778067885,0.008849557522123892,3830,0,0.0,0.0
3,subtraction,heldout_donors_only,heldout,8939,82,0.009173285602416377,0.008849557522123894,8939,0,0.0,0.0
3,subtraction,heldout_donors_only,full_grid,12769,113,0.008849557522123894,0.008849557522123894,12769,0,0.0,0.0
3,subtraction,opposite_family_with_dc,training,3830,113,0.029503916449086162,0.029503916449086162,3830,0,0.0,0.0
3,subtraction,opposite_family_with_dc,heldout,8939,0,0.0,0.0,8939,0,-0.008849557522123894,-0.008849557522123894
3,subtraction,opposite_family_with_dc,full_grid,12769,113,0.008849557522123894,0.008849557522123894,12769,0,-0.008849557522123894,-0.00619517540060032
3,subtraction,permuted_orbit_labels_raw,training,3830,3830,1.0,1.0,0,3830,1.0,1.0
3,subtraction,permuted_orbit_labels_raw,heldout,8939,83,0.00928515493903121,0.008849557522123894,8939,0,0.0,0.0
3,subtraction,permuted_orbit_labels_raw,full_grid,12769,3913,0.30644529720416636,0.30614035513276416,8939,3830,0.0,0.29994517973216384
3,subtraction,permuted_orbit_labels_projected,training,3830,3830,1.0,1.0,0,3830,0.20353982300884957,0.30614385729799676
3,subtraction,permuted_orbit_labels_projected,heldout,8939,8939,1.0,1.0,0,8939,0.20353982300884957,0.29728929707446833
3,subtraction,permuted_orbit_labels_projected,full_grid,12769,12769,1.0,1.0,0,12769,0.20353982300884957,0.29994517973216384
4,subtraction,raw_lookup,training,3830,3830,1.0,1.0,0,3830,1.0,1.0
4,subtraction,raw_lookup,heldout,8939,78,0.008725808255957042,0.008849557522123894,8939,0,0.0,0.0
4,subtraction,raw_lookup,full_grid,12769,3908,0.3060537238624794,0.30614035513276416,8939,3830,0.0,0.29994517973216384
4,subtraction,complete_family_with_dc,training,3830,3830,1.0,1.0,0,3830,0.17699115044247787,0.30579264770442943
4,subtraction,complete_family_with_dc,heldout,8939,8939,1.0,1.0,0,8939,0.17699115044247787,0.29743977618212725
4,subtraction,complete_family_with_dc,full_grid,12769,12769,1.0,1.0,0,12769,0.17699115044247787,0.2999451797321638
4,subtraction,complete_family_without_dc,training,3830,3830,1.0,1.0,0,3830,0.17722609444749,0.304654038307119
4,subtraction,complete_family_without_dc,heldout,8939,8939,1.0,1.0,0,8939,0.17722609444749,0.2963763034619718
4,subtraction,complete_family_without_dc,full_grid,12769,12769,1.0,1.0,0,12769,0.17722609444749,0.2988591701278746
4,subtraction,training_donors_only,training,3830,3830,1.0,1.0,0,3830,1.0,1.0
4,subtraction,training_donors_only,heldout,8939,8939,1.0,1.0,0,8939,1.0,1.0
4,subtraction,training_donors_only,full_grid,12769,12769,1.0,1.0,0,12769,1.0,1.0
4,subtraction,heldout_donors_only,training,3830,35,0.009138381201044387,0.008849557522123892,3830,0,0.0,0.0
4,subtraction,heldout_donors_only,heldout,8939,78,0.008725808255957042,0.008849557522123894,8939,0,0.0,0.0
4,subtraction,heldout_donors_only,full_grid,12769,113,0.008849557522123894,0.008849557522123894,12769,0,0.0,0.0
4,subtraction,opposite_family_with_dc,training,3830,113,0.029503916449086162,0.029503916449086162,3830,0,0.0,0.0
4,subtraction,opposite_family_with_dc,heldout,8939,0,0.0,0.0,8939,0,-0.008849557522123894,-0.008849557522123894
4,subtraction,opposite_family_with_dc,full_grid,12769,113,0.008849557522123894,0.008849557522123894,12769,0,-0.008849557522123894,-0.00619517540060032
4,subtraction,permuted_orbit_labels_raw,training,3830,3830,1.0,1.0,0,3830,1.0,1.0
4,subtraction,permuted_orbit_labels_raw,heldout,8939,74,0.008278330909497707,0.008849557522123894,8939,0,0.0,0.0
4,subtraction,permuted_orbit_labels_raw,full_grid,12769,3904,0.30574046518912995,0.30614035513276416,8939,3830,0.0,0.29994517973216384
4,subtraction,permuted_orbit_labels_projected,training,3830,3830,1.0,1.0,0,3830,0.17699115044247787,0.30579264770442943
4,subtraction,permuted_orbit_labels_projected,heldout,8939,8939,1.0,1.0,0,8939,0.17699115044247787,0.29743977618212725
4,subtraction,permuted_orbit_labels_projected,full_grid,12769,12769,1.0,1.0,0,12769,0.17699115044247787,0.2999451797321638
