step,train_correct,train_total,train_accuracy,train_accurate_ce32,test_correct,test_total,test_accuracy,test_accurate_ce32,test_accurate_ce64,test_scheduled,grok_confirmed,grok_confirmation_step,joint_failure,elapsed_seconds
83,3815,3830,0.9960835509138382,1.2643523216247559,,,,,,False,False,,False,8.130771541036665
84,3808,3830,0.9942558746736292,1.2528598308563232,,,,,,False,False,,False,8.22995483293198
85,3822,3830,0.997911227154047,1.1846020221710205,,,,,,False,False,,False,8.328075707890093
86,3819,3830,0.9971279373368146,1.1934994459152222,,,,,,False,False,,False,8.432492499938235
87,3827,3830,0.9992167101827676,1.1112678050994873,,,,,,False,False,,False,8.52955429092981
88,3823,3830,0.9981723237597911,1.119306206703186,,,,,,False,False,,False,8.622503040824085
89,3826,3830,0.9989556135770234,1.0532255172729492,,,,,,False,False,,False,8.713681790977716
90,3828,3830,0.9994778067885117,1.0449761152267456,,,,,,False,False,,False,8.807265207869932
91,3827,3830,0.9992167101827676,0.9790983200073242,,,,,,False,False,,False,8.901933874934912
92,3830,3830,1.0,0.9625575542449951,,,,,,False,False,,False,8.995123832952231
93,3828,3830,0.9994778067885117,0.9213256239891052,,,,,,False,False,,False,9.09419733285904
94,3830,3830,1.0,0.9003269076347351,,,,,,False,False,,False,9.210658499971032
95,3830,3830,1.0,0.8583918809890747,,,,,,False,False,,False,9.325951624894515
96,3829,3830,0.9997389033942559,0.8574760556221008,,,,,,False,False,,False,9.424172041006386
97,3830,3830,1.0,0.7968741059303284,,,,,,False,False,,False,9.523814290994778
98,3830,3830,1.0,0.7950549721717834,,,,,,False,False,,False,9.621019082842395
99,3830,3830,1.0,0.7685953378677368,,,,,,False,False,,False,9.717534458031878
100,3830,3830,1.0,0.7391496896743774,30,8939,0.003356080098445016,5.313928604125977,5.313928447690228,True,False,,False,9.912376124877483
101,3830,3830,1.0,0.7137582898139954,,,,,,False,False,,False,10.03249220782891
102,3830,3830,1.0,0.6980012059211731,,,,,,False,False,,False,10.147717540850863
103,3830,3830,1.0,0.6665014028549194,,,,,,False,False,,False,10.268447249894962
104,3830,3830,1.0,0.6574649214744568,,,,,,False,False,,False,10.392753207823262
105,3830,3830,1.0,0.6248714327812195,,,,,,False,False,,False,10.508940457832068
106,3830,3830,1.0,0.6088748574256897,,,,,,False,False,,False,10.62264012498781
107,3830,3830,1.0,0.5865672826766968,,,,,,False,False,,False,10.719292290974408
108,3830,3830,1.0,0.5646830797195435,,,,,,False,False,,False,10.807010582881048
109,3830,3830,1.0,0.551268994808197,,,,,,False,False,,False,10.900062457891181
110,3830,3830,1.0,0.5323584079742432,,,,,,False,False,,False,11.001048415899277
111,3830,3830,1.0,0.5231287479400635,,,,,,False,False,,False,11.092282583005726
112,3830,3830,1.0,0.5074390769004822,,,,,,False,False,,False,11.199268749915063
113,3830,3830,1.0,0.4934581220149994,,,,,,False,False,,False,11.303820249857381
114,3830,3830,1.0,0.47565460205078125,,,,,,False,False,,False,11.41163683286868
115,3830,3830,1.0,0.46434485912323,,,,,,False,False,,False,11.533720082836226
116,3830,3830,1.0,0.4491252303123474,,,,,,False,False,,False,11.63623149995692
117,3830,3830,1.0,0.4381544589996338,,,,,,False,False,,False,11.724245040910318
118,3830,3830,1.0,0.4247034788131714,,,,,,False,False,,False,11.810376582900062
119,3830,3830,1.0,0.41509199142456055,,,,,,False,False,,False,11.914912790991366
120,3830,3830,1.0,0.39914819598197937,,,,,,False,False,,False,12.010853874962777
121,3830,3830,1.0,0.3899155557155609,,,,,,False,False,,False,12.110432624816895
122,3830,3830,1.0,0.37680619955062866,,,,,,False,False,,False,12.209875707980245
123,3830,3830,1.0,0.36745694279670715,,,,,,False,False,,False,12.316567790927365
124,3830,3830,1.0,0.35843369364738464,,,,,,False,False,,False,12.410926207900047
125,3830,3830,1.0,0.3509174585342407,,,,,,False,False,,False,12.507505290908739
126,3830,3830,1.0,0.33980363607406616,,,,,,False,False,,False,12.601463750004768
127,3830,3830,1.0,0.3299510180950165,,,,,,False,False,,False,12.697499790927395
128,3830,3830,1.0,0.3189232349395752,,,,,,False,False,,False,12.787971957819536
129,3830,3830,1.0,0.3121957778930664,,,,,,False,False,,False,12.868367249844596
130,3830,3830,1.0,0.30438101291656494,,,,,,False,False,,False,12.946804290870205
131,3830,3830,1.0,0.2995770573616028,,,,,,False,False,,False,13.029749457957223
132,3830,3830,1.0,0.2915641665458679,,,,,,False,False,,False,13.106386290863156
133,3830,3830,1.0,0.28135254979133606,,,,,,False,False,,False,13.185018124990165
134,3830,3830,1.0,0.2751346826553345,,,,,,False,False,,False,13.268633957952261
135,3830,3830,1.0,0.2674766182899475,,,,,,False,False,,False,13.359151624841616
136,3830,3830,1.0,0.26457610726356506,,,,,,False,False,,False,13.468046207912266
137,3830,3830,1.0,0.25623172521591187,,,,,,False,False,,False,13.555671457899734
138,3830,3830,1.0,0.25195297598838806,,,,,,False,False,,False,13.637541249860078
139,3830,3830,1.0,0.24202406406402588,,,,,,False,False,,False,13.721312165958807
140,3830,3830,1.0,0.24012026190757751,,,,,,False,False,,False,13.804182166000828
141,3830,3830,1.0,0.2313946634531021,,,,,,False,False,,False,13.88543254090473
142,3830,3830,1.0,0.23228469491004944,,,,,,False,False,,False,13.96490241587162
143,3830,3830,1.0,0.21822962164878845,,,,,,False,False,,False,14.046692583011463
144,3830,3830,1.0,0.22233162820339203,,,,,,False,False,,False,14.125324749853462
145,3830,3830,1.0,0.20620767772197723,,,,,,False,False,,False,14.204311499837786
146,3830,3830,1.0,0.21181152760982513,,,,,,False,False,,False,14.285765249980614
147,3830,3830,1.0,0.19891074299812317,,,,,,False,False,,False,14.36927037499845
148,3830,3830,1.0,0.20209331810474396,,,,,,False,False,,False,14.449004750000313
149,3830,3830,1.0,0.19304436445236206,,,,,,False,False,,False,14.530688582919538
150,3830,3830,1.0,0.19066406786441803,,,,,,False,False,,False,14.613227583002299
151,3830,3830,1.0,0.18668463826179504,,,,,,False,False,,False,14.699269874952734
152,3830,3830,1.0,0.18563829362392426,,,,,,False,False,,False,14.794073750032112
153,3830,3830,1.0,0.1769244372844696,,,,,,False,False,,False,14.908199624856934
154,3830,3830,1.0,0.1779027134180069,,,,,,False,False,,False,15.015350499888882
155,3830,3830,1.0,0.169512078166008,,,,,,False,False,,False,15.123248958028853
156,3830,3830,1.0,0.17060264945030212,,,,,,False,False,,False,15.229063957929611
157,3830,3830,1.0,0.16329354047775269,,,,,,False,False,,False,15.335912707960233
158,3830,3830,1.0,0.16578850150108337,,,,,,False,False,,False,15.454635333037004
159,3830,3830,1.0,0.155698761343956,,,,,,False,False,,False,15.56150612491183
160,3830,3830,1.0,0.1562088578939438,,,,,,False,False,,False,15.665577665902674
161,3830,3830,1.0,0.15024793148040771,,,,,,False,False,,False,15.74486104096286
162,3830,3830,1.0,0.1522625982761383,,,,,,False,False,,False,15.843831665813923
163,3830,3830,1.0,0.14570124447345734,,,,,,False,False,,False,15.941539540886879
164,3830,3830,1.0,0.14658662676811218,,,,,,False,False,,False,16.046573124825954
165,3830,3830,1.0,0.14165398478507996,,,,,,False,False,,False,16.153031665831804
166,3830,3830,1.0,0.14074651896953583,,,,,,False,False,,False,16.263484249822795
167,3830,3830,1.0,0.13491615653038025,,,,,,False,False,,False,16.383580500027165
168,3830,3830,1.0,0.13794174790382385,,,,,,False,False,,False,16.483337790938094
169,3830,3830,1.0,0.13160017132759094,,,,,,False,False,,False,16.583563749911264
170,3830,3830,1.0,0.13185593485832214,,,,,,False,False,,False,16.680227000033483
171,3830,3830,1.0,0.12896890938282013,,,,,,False,False,,False,16.778050290886313
172,3830,3830,1.0,0.1255844384431839,,,,,,False,False,,False,16.875972707988694
173,3830,3830,1.0,0.12389249354600906,,,,,,False,False,,False,16.994183250004426
174,3830,3830,1.0,0.12085101008415222,,,,,,False,False,,False,17.122074832906947
175,3830,3830,1.0,0.11871884763240814,,,,,,False,False,,False,17.25089095789008
176,3830,3830,1.0,0.1175408661365509,,,,,,False,False,,False,17.379531665937975
177,3830,3830,1.0,0.11490185558795929,,,,,,False,False,,False,17.49349833303131
178,3830,3830,1.0,0.11485442519187927,,,,,,False,False,,False,17.60337245790288
179,3830,3830,1.0,0.11139225214719772,,,,,,False,False,,False,17.702173749916255
180,3830,3830,1.0,0.11021335422992706,,,,,,False,False,,False,17.81019266601652
181,3830,3830,1.0,0.10760553926229477,,,,,,False,False,,False,17.919899916043505
182,3830,3830,1.0,0.10759647935628891,,,,,,False,False,,False,18.023208832833916
183,3830,3830,1.0,0.1061493307352066,,,,,,False,False,,False,18.119229374919087
184,3830,3830,1.0,0.10389801859855652,,,,,,False,False,,False,18.232754790922627
185,3830,3830,1.0,0.10403981804847717,,,,,,False,False,,False,18.334542291006073
186,3830,3830,1.0,0.10029982030391693,,,,,,False,False,,False,18.442542999982834
187,3830,3830,1.0,0.09978558868169785,,,,,,False,False,,False,18.560524415923283
188,3830,3830,1.0,0.09766925126314163,,,,,,False,False,,False,18.665305790957063
189,3830,3830,1.0,0.09642510861158371,,,,,,False,False,,False,18.769221332855523
190,3830,3830,1.0,0.0962333008646965,,,,,,False,False,,False,18.875627500005066
191,3830,3830,1.0,0.09354355931282043,,,,,,False,False,,False,19.005785290850326
192,3830,3830,1.0,0.09452348947525024,,,,,,False,False,,False,19.12024408299476
193,3830,3830,1.0,0.09118780493736267,,,,,,False,False,,False,19.236036999849603
194,3830,3830,1.0,0.09175600856542587,,,,,,False,False,,False,19.34393054083921
195,3830,3830,1.0,0.08856793493032455,,,,,,False,False,,False,19.454524375032634
196,3830,3830,1.0,0.08805741369724274,,,,,,False,False,,False,19.568910999922082
197,3830,3830,1.0,0.08694697171449661,,,,,,False,False,,False,19.68283333303407
198,3830,3830,1.0,0.08628232777118683,,,,,,False,False,,False,19.797755582956597
199,3830,3830,1.0,0.08525977283716202,,,,,,False,False,,False,19.91846091602929
200,3830,3830,1.0,0.08441023528575897,92,8939,0.010291978968564717,5.449864387512207,5.449864368313315,True,False,,False,20.14321595802903
201,3830,3830,1.0,0.0836900845170021,,,,,,False,False,,False,20.27496291603893
202,3830,3830,1.0,0.08248285204172134,,,,,,False,False,,False,20.40600104094483
203,3830,3830,1.0,0.08142846822738647,,,,,,False,False,,False,20.514599499991164
204,3830,3830,1.0,0.0813719779253006,,,,,,False,False,,False,20.61066870787181
205,3830,3830,1.0,0.07994361221790314,,,,,,False,False,,False,20.710878249956295
206,3830,3830,1.0,0.08011451363563538,,,,,,False,False,,False,20.820865707937628
207,3830,3830,1.0,0.07764486223459244,,,,,,False,False,,False,20.932805582880974
208,3830,3830,1.0,0.07824764400720596,,,,,,False,False,,False,21.04997683293186
209,3830,3830,1.0,0.07616406679153442,,,,,,False,False,,False,21.153833207907155
210,3830,3830,1.0,0.07717079669237137,,,,,,False,False,,False,21.25386416586116
211,3830,3830,1.0,0.0750955194234848,,,,,,False,False,,False,21.351923540933058
212,3830,3830,1.0,0.07559601962566376,,,,,,False,False,,False,21.449073415948078
213,3830,3830,1.0,0.07306987047195435,,,,,,False,False,,False,21.546852249884978
214,3830,3830,1.0,0.07344682514667511,,,,,,False,False,,False,21.64443420781754
215,3830,3830,1.0,0.07140567153692245,,,,,,False,False,,False,21.742533332901075
216,3830,3830,1.0,0.07212988287210464,,,,,,False,False,,False,21.854943874990568
217,3830,3830,1.0,0.06992511451244354,,,,,,False,False,,False,21.947090749861673
218,3830,3830,1.0,0.07103071361780167,,,,,,False,False,,False,22.061653040815145
219,3830,3830,1.0,0.0688420757651329,,,,,,False,False,,False,22.182104790816084
220,3830,3830,1.0,0.06861211359500885,,,,,,False,False,,False,22.302497040946037
221,3830,3830,1.0,0.06836025416851044,,,,,,False,False,,False,22.404289708007127
222,3830,3830,1.0,0.06718287616968155,,,,,,False,False,,False,22.491616040933877
223,3830,3830,1.0,0.06692062318325043,,,,,,False,False,,False,22.576253375038505
224,3830,3830,1.0,0.06625454872846603,,,,,,False,False,,False,22.6726734158583
225,3830,3830,1.0,0.06572229415178299,,,,,,False,False,,False,22.780495290877298
226,3830,3830,1.0,0.06520987302064896,,,,,,False,False,,False,22.90435466589406
227,3830,3830,1.0,0.06431467086076736,,,,,,False,False,,False,23.03499387484044
228,3830,3830,1.0,0.06420108675956726,,,,,,False,False,,False,23.1695042909123
229,3830,3830,1.0,0.06265871226787567,,,,,,False,False,,False,23.301124332938343
230,3830,3830,1.0,0.06283997744321823,,,,,,False,False,,False,23.43131245789118
231,3830,3830,1.0,0.06218370795249939,,,,,,False,False,,False,23.582785499980673
232,3830,3830,1.0,0.061811722815036774,,,,,,False,False,,False,23.72303354088217
233,3830,3830,1.0,0.06172216683626175,,,,,,False,False,,False,23.841045915847644
234,3830,3830,1.0,0.06164398416876793,,,,,,False,False,,False,23.988423249917105
235,3830,3830,1.0,0.060462627559900284,,,,,,False,False,,False,24.108203457901254
236,3830,3830,1.0,0.06030679866671562,,,,,,False,False,,False,24.238271165871993
237,3830,3830,1.0,0.05931095778942108,,,,,,False,False,,False,24.35579162486829
238,3830,3830,1.0,0.058877117931842804,,,,,,False,False,,False,24.46811137488112
239,3830,3830,1.0,0.05812118202447891,,,,,,False,False,,False,24.575780124869198
240,3830,3830,1.0,0.05826638266444206,,,,,,False,False,,False,24.68210370792076
241,3830,3830,1.0,0.05726079270243645,,,,,,False,False,,False,24.78929116600193
242,3830,3830,1.0,0.057895418256521225,,,,,,False,False,,False,24.898847207892686
243,3830,3830,1.0,0.056694984436035156,,,,,,False,False,,False,25.014289665967226
244,3830,3830,1.0,0.056965816766023636,,,,,,False,False,,False,25.122194207971916
245,3830,3830,1.0,0.05589497089385986,,,,,,False,False,,False,25.228007790865377
246,3830,3830,1.0,0.05584391951560974,,,,,,False,False,,False,25.360948915826157
247,3830,3830,1.0,0.05519057810306549,,,,,,False,False,,False,25.498321832856163
248,3830,3830,1.0,0.054464757442474365,,,,,,False,False,,False,25.61119950003922
249,3830,3830,1.0,0.054179757833480835,,,,,,False,False,,False,25.74384579085745
250,3830,3830,1.0,0.053911641240119934,,,,,,False,False,,False,25.888207708019763
251,3830,3830,1.0,0.05386287719011307,,,,,,False,False,,False,26.017861707834527
252,3830,3830,1.0,0.05393550544977188,,,,,,False,False,,False,26.12659787503071
253,3830,3830,1.0,0.05279303714632988,,,,,,False,False,,False,26.238138624932617
254,3830,3830,1.0,0.05419163405895233,,,,,,False,False,,False,26.343886999879032
255,3830,3830,1.0,0.05265805870294571,,,,,,False,False,,False,26.452626958023757
256,3830,3830,1.0,0.054203227162361145,,,,,,False,False,,False,26.565829708008096
257,3830,3830,1.0,0.05228453129529953,,,,,,False,False,,False,26.681917791021988
258,3830,3830,1.0,0.052887894213199615,,,,,,False,False,,False,26.813520333031192
259,3830,3830,1.0,0.051769863814115524,,,,,,False,False,,False,26.927749374881387
260,3830,3830,1.0,0.05239744484424591,,,,,,False,False,,False,27.03202133299783
261,3830,3830,1.0,0.0511789433658123,,,,,,False,False,,False,27.158216540934518
262,3830,3830,1.0,0.05099901184439659,,,,,,False,False,,False,27.262376290978864
263,3830,3830,1.0,0.05058068409562111,,,,,,False,False,,False,27.398563999915496
264,3830,3830,1.0,0.05036543682217598,,,,,,False,False,,False,27.524731250014156
265,3830,3830,1.0,0.04950469732284546,,,,,,False,False,,False,27.6425636659842
266,3830,3830,1.0,0.049500953406095505,,,,,,False,False,,False,27.763910832814872
267,3830,3830,1.0,0.048294633626937866,,,,,,False,False,,False,27.897840125020593
268,3830,3830,1.0,0.04969346150755882,,,,,,False,False,,False,28.00020774989389
269,3830,3830,1.0,0.04738951101899147,,,,,,False,False,,False,28.136173040838912
270,3830,3830,1.0,0.04848518967628479,,,,,,False,False,,False,28.25841987482272
271,3830,3830,1.0,0.04713314771652222,,,,,,False,False,,False,28.364426458021626
272,3830,3830,1.0,0.04696127027273178,,,,,,False,False,,False,28.46445283293724
273,3830,3830,1.0,0.04725181683897972,,,,,,False,False,,False,28.569546290906146
274,3830,3830,1.0,0.04633519798517227,,,,,,False,False,,False,28.66690404084511
275,3830,3830,1.0,0.047137752175331116,,,,,,False,False,,False,28.7732899999246
276,3830,3830,1.0,0.04579655081033707,,,,,,False,False,,False,28.878935999935493
277,3830,3830,1.0,0.04680241271853447,,,,,,False,False,,False,29.008468457963318
278,3830,3830,1.0,0.04513657093048096,,,,,,False,False,,False,29.13103941595182
279,3830,3830,1.0,0.04626643285155296,,,,,,False,False,,False,29.254040624946356
280,3830,3830,1.0,0.04524315893650055,,,,,,False,False,,False,29.370207165833563
281,3830,3830,1.0,0.04543815180659294,,,,,,False,False,,False,29.49987758300267
282,3830,3830,1.0,0.045616742223501205,,,,,,False,False,,False,29.628700708039105
283,3830,3830,1.0,0.04470771551132202,,,,,,False,False,,False,29.72510499996133
284,3830,3830,1.0,0.04514409601688385,,,,,,False,False,,False,29.8314300829079
285,3830,3830,1.0,0.04453380033373833,,,,,,False,False,,False,29.931059499969706
286,3830,3830,1.0,0.04425955191254616,,,,,,False,False,,False,30.029752540867776
287,3830,3830,1.0,0.04438067227602005,,,,,,False,False,,False,30.12865695799701
288,3830,3830,1.0,0.04320499673485756,,,,,,False,False,,False,30.225837665842846
289,3830,3830,1.0,0.04447086155414581,,,,,,False,False,,False,30.326974832918495
290,3830,3830,1.0,0.04235352575778961,,,,,,False,False,,False,30.440425207838416
291,3830,3830,1.0,0.0444272980093956,,,,,,False,False,,False,30.560048332903534
292,3830,3830,1.0,0.041935328394174576,,,,,,False,False,,False,30.671979165868834
293,3830,3830,1.0,0.043658070266246796,,,,,,False,False,,False,30.80225370801054
294,3830,3830,1.0,0.0418899767100811,,,,,,False,False,,False,30.929893165826797
295,3830,3830,1.0,0.042697180062532425,,,,,,False,False,,False,31.054841083008796
296,3830,3830,1.0,0.04171888157725334,,,,,,False,False,,False,31.185794707853347
297,3830,3830,1.0,0.04190369322896004,,,,,,False,False,,False,31.314525374909863
298,3830,3830,1.0,0.04136798903346062,,,,,,False,False,,False,31.42265558289364
299,3830,3830,1.0,0.041996147483587265,,,,,,False,False,,False,31.530847457936034
300,3830,3830,1.0,0.04114579036831856,94,8939,0.010515717641794384,5.516178607940674,5.516178633739072,True,False,,False,31.804192832903937
301,3830,3830,1.0,0.04184854030609131,,,,,,False,False,,False,31.931600290816277
302,3830,3830,1.0,0.04060034453868866,,,,,,False,False,,False,32.025173832895234
303,3830,3830,1.0,0.041150353848934174,,,,,,False,False,,False,32.12827529083006
304,3830,3830,1.0,0.04013385996222496,,,,,,False,False,,False,32.2321147499606
305,3830,3830,1.0,0.04055141285061836,,,,,,False,False,,False,32.33374720788561
306,3830,3830,1.0,0.039385292679071426,,,,,,False,False,,False,32.432506874902174
307,3830,3830,1.0,0.040452875196933746,,,,,,False,False,,False,32.539777332916856
308,3830,3830,1.0,0.03896054998040199,,,,,,False,False,,False,32.66516654100269
309,3830,3830,1.0,0.03991132229566574,,,,,,False,False,,False,32.77041933289729
310,3830,3830,1.0,0.039009518921375275,,,,,,False,False,,False,32.903097457950935
311,3830,3830,1.0,0.03923378139734268,,,,,,False,False,,False,33.006258375011384
312,3830,3830,1.0,0.03903941437602043,,,,,,False,False,,False,33.13433504081331
313,3830,3830,1.0,0.03877764195203781,,,,,,False,False,,False,33.263519832864404
314,3830,3830,1.0,0.03879449516534805,,,,,,False,False,,False,33.39442741591483
315,3830,3830,1.0,0.03826353698968887,,,,,,False,False,,False,33.51918933284469
316,3830,3830,1.0,0.03847417235374451,,,,,,False,False,,False,33.64022629102692
317,3830,3830,1.0,0.03759167343378067,,,,,,False,False,,False,33.762568790931255
318,3830,3830,1.0,0.03842511400580406,,,,,,False,False,,False,33.88935275003314
319,3830,3830,1.0,0.03722769394516945,,,,,,False,False,,False,34.005790665978566
320,3830,3830,1.0,0.03821053355932236,,,,,,False,False,,False,34.106525499839336
321,3830,3830,1.0,0.03699161484837532,,,,,,False,False,,False,34.22945679095574
322,3830,3830,1.0,0.03816460445523262,,,,,,False,False,,False,34.3635352908168
