run,step,frequency,hidden_rank,hidden_diagonal_pair_power_fraction,attention_diagonal_pair_power_fraction,mlp_diagonal_pair_power_fraction,token_embedding_pair_power_fraction,unembedding_pair_power_fraction
AdamW,1000,46,6,0.00022432218470896286,0.00014714187989779397,9.733685727621194e-05,0.01588272333074116,0.02294606561620452
AdamW,1000,47,12,0.00018090587322384,7.25794263664242e-05,5.783553522971834e-05,0.01865506059919714,0.018768802239130803
AdamW,1000,48,26,0.00013300462650855526,3.2319571924160165e-05,3.36030743942802e-05,0.017970332464169073,0.018751194211645294
AdamW,1000,49,35,9.487707222495645e-05,3.710240784486316e-05,3.660349182840583e-05,0.014871573302396439,0.012482060189590952
AdamW,1000,50,54,5.5007287754993516e-05,1.035880501921007e-05,1.537879696500471e-05,0.015838430366090988,0.013867874533735088
AdamW,1000,51,39,8.801627097229841e-05,3.2642459247910497e-05,3.677720811271564e-05,0.01723547806911454,0.015538418362719594
AdamW,1000,52,25,0.00013486798079468044,3.596843274306359e-05,3.789968139200957e-05,0.017223984798187434,0.016703909967882378
AdamW,1000,53,37,9.107216883398046e-05,2.508272262279835e-05,2.549129511950342e-05,0.016215177837233412,0.016331039491880892
AdamW,1000,54,30,0.00012222723886344897,4.569677498909448e-05,4.4081720885174905e-05,0.014430539341485882,0.018177567913973233
AdamW,1000,55,14,0.00017773025026950585,5.217962072036103e-05,4.281563719601683e-05,0.017298133186025348,0.019562892212411906
AdamW,1000,56,7,0.00021577349457751913,7.102636340524128e-06,4.41137992485238e-05,0.018136006718847027,0.020608767410561047
AdamW,2000,1,1,0.0005307882150781988,7.508786387705082e-05,0.00010320475983974326,0.024960196577480772,0.02266954605191107
AdamW,2000,2,52,7.094975554597415e-05,8.019005478405268e-06,1.936083409982615e-05,0.015164243167549132,0.017248239171503667
AdamW,2000,3,18,0.00017496623915950392,6.20514523523736e-06,4.122581850004178e-05,0.020588029617647097,0.016472896490761457
AdamW,2000,4,47,8.73546291440825e-05,2.0759079919867703e-05,2.8198490935750755e-05,0.01561674379618751,0.014438738666943066
AdamW,2000,5,2,0.000495723132231898,0.00012738874292648686,0.00013532223351162917,0.023257339491989066,0.0216103916993914
AdamW,2000,6,8,0.0002446893620419688,1.876003379862292e-05,4.742311643988371e-05,0.020842399876835775,0.017652717586870474
AdamW,2000,7,10,0.00022113028988642654,5.1591397728594445e-05,5.828719055576166e-05,0.018474158980386336,0.022474947979410798
AdamW,2000,8,28,0.00015064115592827078,2.7926669330100527e-05,4.2719590142486516e-05,0.018379373546852564,0.01700222798707699
AdamW,2000,9,40,9.9582298881976e-05,1.4938269733619614e-05,2.3522426007960485e-05,0.01722511295857447,0.016362153505718353
AdamW,2000,10,27,0.0001520144779946905,4.170666996987904e-05,4.849084040288305e-05,0.017010273384717944,0.018597788440477495
AdamW,2000,11,3,0.00046325000229688784,0.00015862788273899784,0.00012956454354665594,0.02296858073161505,0.02299282418996511
AdamW,2000,12,49,8.446568626826132e-05,7.40482914369989e-06,2.3311537940072313e-05,0.016817706576053835,0.014260763715052334
AdamW,2000,13,6,0.00024942445015233743,3.409780775950158e-05,6.482049972733294e-05,0.02343024282926241,0.022106073599355413
AdamW,2000,14,23,0.00015949126279138465,4.590342377053851e-05,4.4784969231696024e-05,0.017169736659419357,0.016297443119592598
AdamW,2000,15,9,0.00023657437255316285,3.7482805856840484e-05,5.4959212663352857e-05,0.020279081822711976,0.022157121247086065
AdamW,2000,16,24,0.0001593865869133724,1.847865017284453e-05,3.773451310811675e-05,0.01921999563101883,0.020548782992005257
AdamW,2000,17,50,8.05000454022235e-05,1.637137314483506e-05,2.417806072449931e-05,0.018195039789438372,0.014415147280848601
AdamW,2000,18,4,0.00037239617627144795,0.00013031558582760164,0.00011905674856362895,0.02111115945366176,0.022974489865763413
AdamW,2000,19,17,0.00018581673704944591,4.275808255561689e-05,4.7356863650400773e-05,0.01706066493715172,0.018694195206283147
AdamW,2000,20,33,0.00012866049420074918,3.436689111482478e-05,4.1542611159307545e-05,0.020624261062813013,0.01628842385437364
AdamW,2000,21,55,6.339073337065015e-05,7.793791733225743e-06,1.6148338031578977e-05,0.016366317270418818,0.013978151108077663
AdamW,2000,22,20,0.00016925071350540075,4.5569552457444616e-05,4.934877286331211e-05,0.018980287889705787,0.018929474699610434
AdamW,2000,23,42,9.599871701658884e-05,1.1113105525840848e-05,2.7285082392378206e-05,0.016759724455981458,0.016883219888683763
AdamW,2000,24,12,0.00021337652762589177,3.731606620149395e-05,4.406771766643356e-05,0.016752625880297474,0.020399435253923057
AdamW,2000,25,36,0.00011315740011007875,2.0319114591145336e-05,3.0455262848520045e-05,0.01715250420709845,0.017960431105965548
AdamW,2000,26,43,9.432060201935211e-05,1.6061280123713235e-05,2.4053549950212582e-05,0.015425892592409842,0.017210887263951688
AdamW,2000,27,54,6.790220803431981e-05,5.735960190972923e-06,1.8215088670947627e-05,0.013850078248252667,0.01785123187102023
AdamW,2000,28,51,7.485329879957719e-05,1.4063737475091134e-05,2.4198488892859692e-05,0.01864696276164063,0.014582273201965049
AdamW,2000,29,15,0.00020364307089130911,5.7017628815308505e-05,6.403505529548666e-05,0.01929508402194611,0.017993432889528607
AdamW,2000,30,45,9.238370852551579e-05,2.6991530871119928e-05,2.773944844940204e-05,0.015539167662412078,0.013521216968881518
AdamW,2000,31,11,0.0002204654867037317,6.202662593203102e-05,6.962703905771566e-05,0.020002816185100775,0.018752471466902388
AdamW,2000,32,48,8.465566980521593e-05,2.5909891075864715e-05,2.8744988723759574e-05,0.014963785965561137,0.014693316869925059
AdamW,2000,33,46,9.054877060951845e-05,5.566869118786069e-06,1.9317057525312684e-05,0.018682041209190554,0.01481763581089538
AdamW,2000,34,35,0.00011393977275727961,1.967163657687343e-05,3.07606377322913e-05,0.013923464925831044,0.018879234984432936
AdamW,2000,35,25,0.0001561034232270616,4.847343931552566e-05,5.0552400070739205e-05,0.0192264031027101,0.01859222091736158
AdamW,2000,36,21,0.00016750946686349964,4.312061784914192e-05,4.343994583111037e-05,0.017272309457373576,0.01753009762660951
AdamW,2000,37,7,0.0002469807615545839,2.0940727617738338e-05,4.075267924477578e-05,0.02050550693887857,0.020415351891906693
AdamW,2000,38,32,0.00012875115496500326,3.019126480941472e-05,4.17102608131998e-05,0.018057226475996238,0.019919339974107046
AdamW,2000,39,19,0.00017027364181967794,4.786830234106006e-05,4.764389046586849e-05,0.014973758931888199,0.01847224965580362
AdamW,2000,40,30,0.00014477929085139637,1.98606080269156e-05,2.737147655621531e-05,0.014802286422981686,0.01768777770389724
AdamW,2000,41,44,9.243300004649162e-05,2.6177662179248568e-05,3.267838538924241e-05,0.015900659040471866,0.017029293116463538
AdamW,2000,42,41,9.607424113982033e-05,1.618155315301062e-05,2.7625341549446678e-05,0.01696716215558433,0.01666962134486913
AdamW,2000,43,37,0.00011148937885822177,2.5738526270240145e-05,3.3163799427974435e-05,0.01494278427605382,0.014029082638421703
AdamW,2000,44,56,5.2760150273662786e-05,3.072842880660291e-06,1.61117363682916e-05,0.017492199762754766,0.014339018277610025
AdamW,2000,45,31,0.00014391816471877002,4.1677398863778324e-05,3.916773410073154e-05,0.01731868751308583,0.016793610268003818
AdamW,2000,46,13,0.0002098305288550037,0.00013891208374530937,0.00010328851043765249,0.016500701689344324,0.021758826388128354
AdamW,2000,47,14,0.00020939302186456403,6.566983409858729e-05,6.285070401932439e-05,0.020693758109879615,0.018904785698640424
AdamW,2000,48,26,0.00015287730630344866,3.51459743741399e-05,3.822414133171658e-05,0.018494375798022527,0.01847236821776679
AdamW,2000,49,39,0.00010245967650501377,3.181883487505953e-05,3.9776054554339046e-05,0.014401140493379996,0.012424913608664361
AdamW,2000,50,53,6.89120439097514e-05,8.785495660593849e-06,1.7870384206782817e-05,0.01512530055730626,0.013400651675219425
AdamW,2000,51,34,0.00011752665557170743,2.759870912638007e-05,3.838701333486999e-05,0.016016458897422366,0.014763526331023045
AdamW,2000,52,29,0.00014709957963368776,3.1339387255746634e-05,3.634271191809376e-05,0.01564705976161677,0.017288086991723642
AdamW,2000,53,38,0.00010481482808163097,2.347326629905138e-05,2.831625530279715e-05,0.016158572799361892,0.01571220171276812
AdamW,2000,54,22,0.00016146274864034827,3.7423422273632406e-05,4.500206892035412e-05,0.013354418927727405,0.017159734499428946
AdamW,2000,55,16,0.00020354510826869521,5.580025579850869e-05,4.9917252568385575e-05,0.01795652787798207,0.018715213675547977
AdamW,2000,56,5,0.00026803372138208074,7.402303237986029e-06,5.8984255197033674e-05,0.020257925011035436,0.02187079777289297
AdamW,3000,1,1,0.0005678077639915224,7.785840449523662e-05,0.00011990397527140744,0.02564538705872392,0.02363457181012206
AdamW,3000,2,49,7.88805006622638e-05,7.375550036456805e-06,1.9441117733971954e-05,0.013604133699721284,0.016555342954675274
AdamW,3000,3,18,0.00019527882485034255,6.485029390623784e-06,4.559042007920189e-05,0.020050844571983053,0.01718027967643173
AdamW,3000,4,45,9.263426955073545e-05,1.9144789396428458e-05,2.9216222480052884e-05,0.014172885472194778,0.015032380029181324
AdamW,3000,5,2,0.0005382684946763804,0.0001263996333793465,0.00015480473495671588,0.02495360333204438,0.023335934476541868
AdamW,3000,6,9,0.00025474510849055255,1.8023042125772045e-05,5.2457460283451994e-05,0.021516526729047282,0.019199193228021515
AdamW,3000,7,12,0.00022710037150755924,5.5575444991899403e-05,6.394753104523889e-05,0.01905092514786863,0.02274572932965907
AdamW,3000,8,23,0.00016182517437412,2.6300639525694607e-05,4.686975530192727e-05,0.018745135191097877,0.016852641046613475
AdamW,3000,9,38,0.00011122907163236179,1.491436564409883e-05,2.6333156705134644e-05,0.01708343057234798,0.016553679683086787
AdamW,3000,10,29,0.00014389873732173014,3.653874012636119e-05,4.8481786562273287e-05,0.016948513736265353,0.018117253540506435
AdamW,3000,11,3,0.000444096354678711,0.00016421408184931285,0.00013914968372235546,0.02340734682056228,0.02259064588674858
AdamW,3000,12,50,7.842360177199361e-05,6.630243771999798e-06,2.3947485036402674e-05,0.016572374527005586,0.013038138339487422
AdamW,3000,13,5,0.0003900802487774455,3.190170298131605e-05,7.806536984930445e-05,0.024031304650245288,0.021728903644700665
AdamW,3000,14,31,0.00013814028174803867,4.4634631523038385e-05,4.439715638233901e-05,0.016592028526460346,0.016020902991968827
AdamW,3000,15,6,0.0003313504689097036,3.8302199249046014e-05,6.492995956642824e-05,0.021011754573839067,0.02260402844674424
AdamW,3000,16,24,0.00016114792222427372,1.901999254039711e-05,4.379921019654548e-05,0.019659278902415818,0.021039345741598936
AdamW,3000,17,47,8.872407972264038e-05,1.7295117940478004e-05,2.7382764031174068e-05,0.01815244982050368,0.015026922034265032
AdamW,3000,18,4,0.0004257339068947932,0.00012260674365209616,0.00012356531150678268,0.021523311309257942,0.023969335402604177
AdamW,3000,19,19,0.00017669085470376102,4.2043956055411126e-05,4.829936778208092e-05,0.016202546768801646,0.018821488891336786
AdamW,3000,20,28,0.00014523586596164602,3.6410793303287534e-05,4.863905721903465e-05,0.02018017113445947,0.01679857855972252
AdamW,3000,21,54,6.971142104864342e-05,8.18404157731444e-06,1.7338654138333584e-05,0.01603226008327955,0.01387412081681528
AdamW,3000,22,16,0.00020578616656985707,4.267824978652496e-05,5.150649854499059e-05,0.019023675052177114,0.018595505724847746
AdamW,3000,23,39,0.00010775748954300858,1.0733440638576103e-05,2.912139339080439e-05,0.015579876646624202,0.016364951336073786
AdamW,3000,24,14,0.0002134481599251728,3.8928414755857734e-05,4.959798229563114e-05,0.016963030686158665,0.020578663865497185
AdamW,3000,25,36,0.0001233708090141789,1.8595668303576098e-05,3.222527135682664e-05,0.017772683287723478,0.01825228285627189
AdamW,3000,26,46,9.207271812036249e-05,1.5704828513294006e-05,2.4669926030274055e-05,0.015271174419133365,0.016369396583400645
AdamW,3000,27,53,7.002540358029193e-05,5.158824424622952e-06,1.803169298370224e-05,0.01282251974243939,0.017808124043335465
AdamW,3000,28,55,6.780758433093699e-05,1.5201429552351014e-05,2.6886201050084424e-05,0.018786623565141672,0.01364362710418887
AdamW,3000,29,10,0.00024708023787544585,5.790347136935481e-05,7.153689451528116e-05,0.020345051285852962,0.018070981324914737
AdamW,3000,30,52,7.163486299107274e-05,2.674450179338585e-05,2.8757822725122966e-05,0.015194798511778827,0.012970140100791006
AdamW,3000,31,11,0.0002275193304267329,6.232710082078644e-05,7.479621220286248e-05,0.021480699062076114,0.018397941093514284
AdamW,3000,32,48,8.395895761085399e-05,2.373598988870363e-05,2.760975606786967e-05,0.013650218623029895,0.014608864264737563
AdamW,3000,33,37,0.0001163894931179844,5.564375604187561e-06,2.2632759347353652e-05,0.018661449514859183,0.014453782053880104
AdamW,3000,34,33,0.00013191795210882616,1.7947879125428084e-05,3.241285260114983e-05,0.013787321958896058,0.018104488239078058
AdamW,3000,35,22,0.00016618355035125676,5.293855199313431e-05,5.911178166276097e-05,0.01969909371605107,0.018077914087306156
AdamW,3000,36,25,0.00016109692871092205,3.9596557765163895e-05,4.315798927739121e-05,0.016731218836559668,0.017648771536681197
AdamW,3000,37,7,0.00030621505122319987,2.108958779825446e-05,4.554434447183689e-05,0.020713733734646484,0.02176570260455616
AdamW,3000,38,30,0.0001430300539782586,2.870962829134514e-05,4.331337628488496e-05,0.01833747088096759,0.020773035015380754
AdamW,3000,39,20,0.00017442399748125864,4.68462686770827e-05,4.982395343659495e-05,0.014700030971126345,0.017927099708139452
AdamW,3000,40,21,0.00016700163876281953,1.731882504537481e-05,2.816805249086132e-05,0.014403481578916938,0.01728841943484998
AdamW,3000,41,43,9.645369491087897e-05,2.8619792466579867e-05,3.769331189579279e-05,0.015865899297929007,0.017672059803026063
AdamW,3000,42,41,9.761110691488997e-05,1.6678729352907322e-05,3.122825509662637e-05,0.016934593939674263,0.017016962423131717
AdamW,3000,43,44,9.59232452887227e-05,2.3192872777150035e-05,3.094463936809426e-05,0.013862316757843912,0.013375643249957972
AdamW,3000,44,56,5.8137786779667034e-05,2.5804477253740956e-06,1.787764842773876e-05,0.017326765949517604,0.013671724073504008
AdamW,3000,45,26,0.00015277081148203574,4.0270568360137084e-05,4.1840467985744455e-05,0.017272158576772625,0.016542021997331038
AdamW,3000,46,13,0.00021459094274466217,0.00013912574728648712,0.00011021295121665524,0.016983500795126463,0.021857909453209742
AdamW,3000,47,15,0.0002080257832418709,5.803632586166839e-05,6.278583955923462e-05,0.021220148827016973,0.019109520712447575
AdamW,3000,48,32,0.00013792885920391767,4.117511845477003e-05,4.3080429315943155e-05,0.019340693022192004,0.017364034225368637
AdamW,3000,49,42,9.711141657002289e-05,2.770365646375701e-05,4.117717041603211e-05,0.014531113144712428,0.01206309526888483
AdamW,3000,50,51,7.443246877181357e-05,8.116949080765138e-06,1.8679482075395992e-05,0.014546965268143024,0.012909316106879594
AdamW,3000,51,34,0.00013051442229165632,2.2141334514552912e-05,3.9836806362744564e-05,0.01619889341552188,0.014229268726654073
